,length,success,reward,start_distance,mean_velocity,mean_acceleration,min_velocity,min_acceleration,max_velocity,max_acceleration,std_velocity,std_acceleration,mean_angle_change,min_angle_change,max_angle_change,std_angle_change
89,6,False,-3.008246113734129,135.22158677386116,0.6928500040797383,0.19855608116538695,0.3913364869923218,0.0,0.8027134001695827,0.3913364869923218,0.15421910543191067,0.11298756704829463,0.27535824128172876,0.025634456423724306,0.7853981633974483,0.24119449723151956
90,38,False,-3.020506054932828,36.63505974618053,0.9019980558315419,0.18005684716288667,0.36958822756307597,0.0,1.0000000326315777,0.36958822756307597,0.13029598239736304,0.061937254999963096,0.20888834137024487,0.026269418368770017,0.7853981633974483,0.11590020923160446
91,115,True,2.903589687099461,108.83866611934589,0.9614977906084969,0.1664720400180821,0.355840673675383,0.0,1.0000000932517736,0.355840673675383,0.07938175894459779,0.058138659215002705,0.18099281664233646,0.002332474640564186,1.8234261238338507,0.16776718424190173
92,133,True,2.879997907459126,122.30605097699787,0.9626512070605006,0.16294033072065298,0.355840673675383,0.0,1.0000000947519798,0.355840673675383,0.07939815449190418,0.06497287422378281,0.17129455720063447,0.0036537931130917745,0.7853981633974483,0.08979611638859306
93,32,False,-3.0232943627896436,51.96564711259962,0.9410986243905037,0.17510399195456935,0.3633159818146666,0.0,1.0000000528854132,0.3633159818146666,0.13350720007350875,0.0641345838722884,0.18687848839237703,0.003843072507315748,0.7853981633974483,0.13353081773987638
94,57,True,2.9688110405119814,48.39189801747138,0.9362054232597375,0.18450029645629853,0.39977908399395096,0.0,1.000000067400661,0.39977908399395096,0.09707388870929133,0.05214150675261522,0.19544872311861877,0.0030640986089265354,1.1293926974955455,0.13694766819960133
95,109,False,-3.1294924290607504,150.55707471272976,0.9508699551492891,0.1729061938507312,0.39797162862607965,0.0,1.0000000695262696,0.39797162862607965,0.07969964780032751,0.056054956721819336,0.1739761763934062,0.010059825523293708,0.2590696794136077,0.05978239982027894
96,32,False,-3.026323614919994,61.05819288045939,0.8918616508930042,0.16736130431704943,0.3558406736753831,0.0,1.0000000542658831,0.3558406736753831,0.15666026843284317,0.0755972933852989,0.21924553995499807,0.00789139023744978,1.0053326793535626,0.17094895856584677
97,121,False,-3.1459299827088807,157.7657793030486,0.9510567912715756,0.16399248887749765,0.3558752895699753,0.0,1.0000000735745038,0.3558752895699753,0.08251821238728099,0.0616973408762852,0.17193106831958255,0.01700988947415083,0.7853981633974483,0.0905320909341411
98,20,False,-3.0213243624870616,88.20795863763188,0.885487778752449,0.1696648214404632,0.35584067367538313,0.0,1.000000035886124,0.35584067367538313,0.16117263262884174,0.08207494721151033,0.26773109174556875,0.006119972045555144,2.161838935271298,0.44651029242935464
99,12,False,-3.016223728424386,132.49105249562368,0.7952773511795593,0.18540928179333438,0.35921994778286015,0.0,1.0000000637625721,0.35921994778286015,0.19469406955977506,0.08207471994188831,0.26080201512652773,0.008944175610491545,0.7277436879019759,0.1772352043201168
100,13,False,-3.008327489596486,32.91216151776004,0.8163439446689774,0.19201723494406456,0.355840673675383,0.0,0.9999999489195509,0.355840673675383,0.1822284317452282,0.07179674188418063,0.2705471611604008,0.08528312307476593,0.7853981633974483,0.17129556979521413
101,103,True,2.9179396256218446,94.40312376568285,0.9428452677307605,0.1637913603945491,0.355840673675383,0.0,1.0000000924788943,0.355840673675383,0.08789814098152855,0.06572635424581048,1.059564039857457,0.002271775072585136,6.230545183689298,2.1027577530681327
102,106,True,2.9173438876991455,94.1262118972995,0.952195256496149,0.16970309622744428,0.355840673675383,2.261203357700794e-08,1.0000000780039904,0.355840673675383,0.08822148339777969,0.05529205374024431,0.17801527184301763,0.002177309598358823,0.7853981633974483,0.09060966214665761
103,26,False,-3.0336984620678575,120.74121014103495,0.7110618072634908,0.19454952065981054,0.26818712961410723,0.0,1.0000000524389652,0.3419065002077029,0.21238377035742353,0.05051929799119661,0.2742420746576522,0.09393882571186929,0.7203033973916649,0.13370102968504521
104,184,True,2.8035008115481967,173.37282319670734,0.9739445192043725,0.13946126556633984,0.36686657967117503,0.0,1.0000000887561247,0.36686657967117503,0.0675776937533419,0.07620043229712373,0.6646066700043833,0.0004071369542231196,6.260979335523631,1.684607108517607
105,66,False,-3.061447911770072,91.95302590801893,0.9560822375360577,0.15432100979561666,0.39441206217322994,0.0,1.0000000825873385,0.39441206217322994,0.09279878748801637,0.07742234858545372,0.14894809892863128,0.0006763412383483103,0.22362191541756404,0.07681534270562376
106,77,False,-3.0948780812344134,143.19603434638157,0.9590394162406345,0.17012356135765946,0.39986048443710487,0.0,1.0000000737283559,0.39986048443710487,0.08672178775723272,0.06262708860708689,0.5771931200169934,0.0034879826302969263,6.137327473006348,1.4812898882076813
107,43,False,-3.050634623127459,113.98586837570231,0.9005538304050065,0.19584129937444048,0.3558406736753831,0.0,1.0000000315502429,0.3558406736753831,0.12002470291779703,0.04022694533479431,1.0665481300613786,0.015240447305991722,6.091121445421161,2.032752368441475
108,79,False,-3.0952497823313596,133.43842068668215,0.9303962148223696,0.16849415245682434,0.388714345550739,0.0,1.000000063039721,0.388714345550739,0.09475760800944458,0.06296129220373978,0.34587034028233543,0.008855841456020253,6.08525457301059,0.9510974192708471
109,203,True,2.7737282777205134,186.79865956645185,0.967764221907532,0.14193467419728054,0.399706506259535,0.0,1.0000000882152176,0.399706506259535,0.06266851643140964,0.0777395337825866,0.1419391150331937,0.0004115625983562854,0.7367430633130163,0.09143677195549578
110,216,True,2.751061512250037,198.4515639938089,0.9646326847394575,0.13930007549791482,0.355840673675383,4.4715550370206295e-08,1.000000085857272,0.355840673675383,0.07347824223046903,0.0760011638551998,0.3106172465328268,0.00022396444899852597,6.156394198050613,0.9811381462734091
111,74,True,2.9536753556367588,63.68557657649794,0.9479547831729572,0.1759723463425078,0.37408364898737756,0.0,1.0000000871384458,0.37408364898737756,0.09276792658534358,0.05817523483825429,0.18109254666201247,0.021146690586738306,0.5775834471321749,0.08036911174915727
112,59,True,2.9636115566011765,56.252589590956696,0.9527586562321388,0.1646527261046983,0.3871162222084159,0.0,1.000000089533835,0.3871162222084159,0.09740248240274188,0.06905365012021741,0.16442100709764734,0.008424567306488912,0.25449500279761567,0.06497101705767219
