,length,success,reward,start_distance,mean_velocity,mean_acceleration,min_velocity,min_acceleration,max_velocity,max_acceleration,std_velocity,std_acceleration,mean_angle_change,min_angle_change,max_angle_change,std_angle_change
161,158,True,2.842841636183216,152.33103672254938,0.9865646962246493,0.0978963814002276,0.39847306184389264,0.0,1.0000000000000002,0.39847306184389264,0.061057688514256615,0.07812929663534884,0.10450648977244464,0.0004719490757161271,1.573035878824085,0.13848195347521083
162,35,True,2.9831261255514674,33.339875388090285,0.9399823678631307,0.14187880930789837,0.37445920259126697,0.0,1.0000000000000002,0.37445920259126697,0.12795402466695935,0.08200862791469915,0.14475762470491396,0.009027924940739895,0.5707851787394866,0.11054192686889958
163,134,True,2.8782760977063098,123.6289002733717,0.9751574866893602,0.11972722114185887,0.3994246042293481,0.0,1.0000000000000002,0.3994246042293481,0.07164839973563872,0.08447549912371966,0.12139840791403009,0.0003470434498653585,1.2900358978246556,0.13185566560397338
164,91,True,2.930568817183529,87.78315757652179,0.975623927959293,0.12813952374347592,0.3987825572456496,0.0,1.0000000000000002,0.3987825572456496,0.07897460357886665,0.08328026375627975,0.12264348477290238,0.00029134306132228005,0.2141043038107726,0.07853366244708404
165,100,True,2.9208064079741574,95.60172703601981,0.9744234272759448,0.12622450276910743,0.385079885260407,0.0,1.0000000000000002,0.385079885260407,0.08182654335225423,0.08179609169894517,0.1400817729149389,0.00019454469785307182,1.5094813807355665,0.1591570622296177
166,169,True,2.825482864253369,156.02161435697573,0.9677430171351687,0.10699405443492777,0.325115781464356,0.0,1.0000000000000002,0.325115781464356,0.09682380399392006,0.08168928376681904,0.11780137290206259,5.5263193362353746e-05,0.9523569544269658,0.11453558428093362
167,53,True,2.968862075535723,49.77398506705463,0.9386502607383896,0.14566849491080008,0.2717125405939124,0.0,1.0000000000000002,0.2717125405939124,0.1384233085828454,0.06932277877754339,1.0871580285837978,0.004660209599089082,6.247156654350151,2.139005014187172
168,202,True,2.776560396243127,184.8580936929111,0.9801637339068896,0.1045020438680352,0.3993817515388829,0.0,1.0000000000000002,0.3993817515388829,0.06135692208565234,0.08364346036977295,0.10727294059587304,0.00015635668431190908,1.4150326743621235,0.12372194676729409
169,127,True,2.8894123807160157,114.51900201032963,0.9723813829298998,0.1336127378091518,0.2849454153321341,0.0,1.0000000000000002,0.2849454153321341,0.08862785978203866,0.07051485579286562,0.5138773875332102,0.0016972541488766701,6.191710344605937,1.452338548400406
170,121,True,2.892864888186133,115.87311015647211,0.9772457843215064,0.10349764163692654,0.39960495792701184,0.0,1.0000000000000002,0.39960495792701184,0.07154317570707679,0.08773424721964744,0.10115420016003025,6.497696940876985e-05,0.30689633820719653,0.08561508176113213
