,length,reward,success,agent_velocity,agent_acceleration,agent_angular_change,max_acceleration,max_velocity
2474,108,2.961005193077862,True,0.9796716360588311,0.10386421611822264,0.2114481725986178,0.1925091310594334,0.5775273931783003
2475,54,2.9919291039256066,True,0.9421163026567081,0.22486515686268232,0.3091867691281322,0.6457826091094432,1.9373478273283296
2476,85,2.9694127093487213,True,0.9632913130868452,0.17565055865840962,0.17267300001089247,0.23563827552242073,0.7069148265672622
2477,1,-3.0007282962759914,False,0.30000000000000004,0.30000000000000004,6.086441199769229,0.445376550207467,1.336129650622401
2478,7,-3.013106061930262,False,0.6742089959328939,0.2361800924315299,0.5070098610609911,0.5824197866799843,1.7472593600399529
2479,1,-3.0013612821123132,False,0.3,0.3,6.119624371604387,0.4510250191808565,1.3530750575425696
2480,157,2.8764642302978793,True,0.9851870116554524,0.14334317106969394,0.13919061929884474,0.03977178730357759,0.11931536191073278
2481,30,-3.027760555103919,False,0.884983770208403,0.26299388030236215,1.994488165243819,0.47248775247576336,1.41746325742729
2482,98,2.9535636571526003,True,0.9843504541998429,0.07691373841930431,0.06990904705540155,0.07864471640718854,0.2359341492215656
2483,77,-3.0332321026173235,False,0.9551423929183469,0.20515381855821757,0.22703256529184873,0.21195097599764537,0.6358529279929361
2484,113,2.93273458272543,True,0.9380124405224293,0.0864222853148182,0.21201901593249947,0.5998175863797275,1.7994527591391825
2485,60,2.982271805592234,True,0.9773054200492716,0.06791616044353145,0.17870767870035528,0.02271364657711028,0.06814093973133084
2486,131,2.9247027813875834,True,0.9781706815271344,0.19727575724450436,0.24504722269600462,0.474521485918862,1.423564457756586
2487,4,-3.0023553215672996,False,0.39475004687404114,0.2616236418485641,4.366619910202193,0.6035847261609634,1.81075417848289
2488,60,-3.080072056246242,False,0.9476662226550052,0.22905438229139857,1.0929586957939674,0.26918391929473806,0.8075517578842142
2489,11,-3.0141280657391203,False,0.8692897619023683,0.280157640300103,0.6916692020426428,0.5251749453104843,1.5755248359314526
2490,126,2.9177069335433647,True,0.9900675649763275,0.0648022861083726,0.3977391920708306,0.08454059156654195,0.2536217746996259
2491,109,-3.093999356316335,False,0.9462951601377655,0.10245678177272301,0.11600796403087175,0.4547581630685229,1.3642744892055687
2492,28,2.9960507659977154,True,0.9297910371416943,0.2457213842866222,0.2576891194444478,0.08748683095707702,0.2624604928712311
2493,75,-3.060844419214571,False,0.8713450032396776,0.24498119174879804,0.31506005325188996,0.5198768273869595,1.5596304821608786
2494,43,-3.0425055349911387,False,0.9657445590233371,0.16836858812836372,1.9171956298880646,0.18803543307533302,0.5641062992259991
2495,16,-3.0218877831284843,False,0.8727975532250438,0.2659564187240266,0.5664271727847668,0.500183958682331,1.500551876046993
2496,87,2.9599745209877995,True,0.9789191639026487,0.13024143797495222,0.1824005057872308,0.3891235648338319,1.1673706945014959
2497,243,2.7014557002687236,True,0.9789577116481605,0.11389314625944716,0.13388244861838694,0.5526050598351755,1.6578151795055265
2498,116,2.9364818983796965,True,0.9851913066425686,0.12257663620962306,0.12985178904549333,0.22132392421300207,0.6639717726390062
2499,41,2.990684417138723,True,0.9683869871150903,0.11518583971750906,0.998277984370924,0.38157677515954297,1.144730325478629
2500,111,2.935043693785065,True,0.9803785965003595,0.10575127628173264,0.1219225420986301,0.19616473727042982,0.5884942118112895
2501,111,-3.065910529127912,False,0.9639169124464753,0.22309020772877278,0.578126243059004,0.21301455359137847,0.6390436607741354
2502,26,-3.023620283341319,False,0.8504600521887243,0.2423946286325122,1.3433514694755273,0.39433155979169954,1.1829946793750987
2503,103,2.9488271670737873,True,0.9772182424632285,0.13542453895449247,0.20132698222629017,0.12492527303655346,0.3747758191096604
2504,11,-3.0190504557639355,False,0.8739072005594303,0.27028321319248216,0.2119560922268808,0.15250285294726443,0.4575085588417933
2505,214,2.7617468262712315,True,0.9851717425699369,0.08529926962987193,0.09994745416468703,0.3523412871847207,1.057023861554162
2506,6,-3.0080601164478296,False,0.7867245829568646,0.24925797714491718,0.8935056363955858,0.13215687504371942,0.39647062513115827
2507,139,2.9058350354269256,True,0.9670929439848269,0.13341009329125647,0.15070987161739896,0.2003415642104626,0.6010246926313878
2508,47,-3.056416160692129,False,0.9293506411438595,0.2411062679152938,0.48543154139229405,0.23282287613432864,0.698468628402986
2509,56,-3.0073317433074895,False,0.904202003346902,0.22499059700066582,0.3340693242485098,0.2731235261221415,0.8193705783664246
2510,95,2.965538765770372,True,0.9665114676103306,0.20633616200332408,0.2212178899367469,0.2680104496340512,0.8040313489021536
2511,124,2.94429918029451,True,0.9777837573968821,0.1609626497228019,0.15735048256512907,0.1205202711052619,0.3615608133157857
2512,14,-3.023674784338705,False,0.6489357122344309,0.29999999999999993,0.4191421276600652,0.4530814652943467,1.35924439588304
2513,8,-3.0092910134515605,False,0.8150977492570801,0.26081950665852927,1.763336028637665,0.6579948835491493,1.9739846506474477
2514,64,2.979085583851608,True,0.9653435218505676,0.138953774068361,0.4182840531640458,0.3695372200719145,1.1086116602157434
2515,9,-3.0032096880720047,False,0.8468859713680611,0.24935737367069175,3.520950794145644,0.22519862385199768,0.6755958715559931
2516,12,-3.013350591700913,False,0.7974652685722186,0.24545084962179065,0.6260440617231052,0.22571244936765372,0.6771373481029612
2517,136,-3.054546445625806,False,0.970636111151326,0.16787857614977872,0.24867352213337177,0.06357844001790394,0.19073532005371183
2518,116,2.929492093587532,True,0.9849955866202971,0.06717364063623552,0.5429024872711393,0.1615480084615058,0.4846440253845174
2519,139,-3.0706268919871,False,0.9023907542106587,0.18977949502159755,0.2495152249701612,0.5155652716685704,1.546695815005711
2520,5,-3.010308998535383,False,0.25166522833919197,0.24491237249632664,0.5385872173072828,0.22832689849544888,0.6849806954863467
2521,152,2.8788489040364476,True,0.9847632512318147,0.09666446781255585,0.09837283023172579,0.20186986714350846,0.6056096014305254
2522,302,2.7475347802166743,True,0.971381346487773,0.1671029731190671,0.35846844816972623,0.0174183555753639,0.052255066726091697
2523,76,2.9806056069339486,True,0.9494754985128909,0.2063470755572206,0.2557131847558928,0.10336257394928657,0.3100877218478597
2524,175,2.8492782879266474,True,0.9769495101438018,0.18309895152714772,0.21946836346509738,0.14478486289864492,0.4343545886959348
2525,116,-3.129363787784748,False,0.9638032556316648,0.18744681472133304,0.33893131905854884,0.4579371798669455,1.3738115396008364
2526,64,-3.026601018474195,False,0.9344506564060331,0.17654641947599714,1.1448224767609883,0.48257043309173314,1.4477112992751995
2527,127,2.919029857982496,True,0.9798397483370086,0.15337485417346008,0.19495402711094056,0.21397916678484968,0.6419375003545491
2528,166,2.8605531071668766,True,0.9770665072308257,0.1814846998278845,0.7760503754806488,0.5490770177210241,1.6472310531630723
2529,147,2.891469023118944,True,0.9776730092312722,0.16151309638715775,0.1917762699147485,0.23602410075396724,0.7080723022619018
2530,119,-3.1072027034929914,False,0.9362052504148644,0.22095535812065586,0.26108015851188443,0.4928885332752751,1.4786655998258253
2531,147,2.9517917150819124,True,0.9720862346573462,0.21501958510067642,0.3434990062726959,0.03240847595418657,0.09722542786255971
2532,90,2.9590538647006692,True,0.967014439435283,0.1525044906308729,0.20056393169753997,0.3901861902442554,1.1705585707327661
2533,81,2.9648685166181163,True,0.979710875535466,0.11922383001674274,0.25993267900043276,0.16130512761000354,0.4839153828300106
2534,120,2.9335534214724786,True,0.9797415846137554,0.14165917406502068,0.18334293394103618,0.2217896585082424,0.6653689755247272
2535,107,-3.0918388054254566,False,0.9433228298254529,0.22925144516474885,0.2454404125556852,0.5753391550464697,1.7260174651394091
2536,68,2.977186936986719,True,0.9552657119794574,0.11474659668638164,0.2177843776628831,0.6628049272978016,1.9884147818934048
2537,98,-3.016363469622802,False,0.9011074697247475,0.2367558555916711,0.3417953726828538,0.46697186825194803,1.400915604755844
2538,240,2.6985822137468993,True,0.98602225095845,0.06645769966641504,0.19196909557430744,0.5931451716246386,1.7794355148739158
2539,152,2.901197309971691,True,0.9731191834414572,0.1332127908398276,0.14242219598886557,0.00298486672548696,0.00895460017646088
2540,124,-3.0786114775797784,False,0.9216833893725749,0.1905368149269801,1.2554903088964973,0.40063739403447374,1.2019121821034213
2541,89,2.9664143561801968,True,0.9719149220287094,0.18254126582866204,0.5302881005791134,0.3062928655038275,0.9188785965114825
