,length,reward,success,agent_velocity,agent_acceleration,agent_angular_change,separation
0,77,2.971389410643323,True,0.9788714801326914,0.16573702299287418,0.23332004620820523,2.187750375097636
1,77,2.9706144098826783,True,0.9563714294644198,0.16805165158944552,0.22597093886902334,5.642009889588879
2,114,2.9426990880133093,True,0.9638367324596614,0.17279460173859457,0.9425227632447646,2.5601067405404354
3,202,2.8223482960804573,True,0.980531926981925,0.1481828839372508,0.1498464686210251,3.8742406386809627
4,1,-3.0014018418109423,False,0.3,0.3,5.032749688899812,5.797940314824778
5,203,2.788109070504494,True,0.9861942361214014,0.0980225541890661,0.1298588894891631,9.667152788334603
6,65,2.978774158080924,True,0.9637008726314411,0.15941846942465346,0.26685456888133924,8.480322169447717
7,174,2.8467865610351946,True,0.9787402564047497,0.11561789597740917,0.4198726505991406,0.36951077766342433
8,1,-3.0006171567372153,False,0.3,0.3,0.21659621003297325,0.5071613020949406
9,95,-3.121524914224624,False,0.9695708489311157,0.17147917636752008,0.17628362086146937,1.6690030675378686
10,118,2.926925094183735,True,0.987437150776611,0.067870639041913,0.07588701028286116,1.1129648026692562
11,99,-3.0447501534865253,False,0.9785130941722087,0.14092325401026579,0.26613327886579397,5.064496231759884
12,23,2.996753483469523,True,0.9470588465213221,0.08529608676342028,0.07791545310136705,3.9632820454512996
13,81,2.9854148201141224,True,0.9448054954706718,0.21258349746356578,0.29575782923862737,5.206647839010731
14,219,-3.185985453643806,False,0.9628408867970406,0.1574883798268343,0.16014631389043013,8.3242605026918
15,39,-3.0276785343657044,False,0.9598353511765413,0.18127052455187748,0.20741362298023922,6.383882783103352
16,38,2.9925020029842164,True,0.9577388759144468,0.1883675153775139,0.20326349708057548,0.25893091861459494
17,9,2.999411644765071,True,0.8530132239581297,0.18318382545554984,0.15317572105851476,7.793902381054877
18,1,-3.0022984596480526,False,0.3,0.3,7.024117314840309,2.4865056838160973
19,83,2.9648107998556235,True,0.9761599895937375,0.16691882140933176,0.1814874581385815,2.7044030554307885
20,67,2.9762460728920006,True,0.9378738501105436,0.2031398324950488,0.2827693457911045,7.905033735338209
21,128,2.914278132910565,True,0.9881982581250532,0.13611387054815052,0.1367781012252244,7.880035111984974
22,67,-3.045331467205247,False,0.9725170559517379,0.15879974889195014,0.22127616113880846,1.963575051037989
23,83,-3.1062744118284864,False,0.9624082921844377,0.18349297988247815,0.21429342198454485,6.935566073810535
24,35,2.993513164229765,True,0.9241540966386245,0.193791399235317,0.38251437296944246,1.2442394080163255
25,1,-3.0012457076404617,False,0.30000000000000004,0.30000000000000004,1.8236091687788178,9.081986882729577
26,234,2.7362036893497113,True,0.991202384757671,0.11185073666080939,0.7791021236979456,3.9011186710547276
27,182,2.8664606915771573,True,0.9685075978070081,0.17002030094588563,0.20603077946395584,3.973523307647455
28,179,2.8460559731983226,True,0.989192583483451,0.1373582670894123,0.16887697002741306,6.977903498857875
29,83,2.972479265207589,True,0.9757354074796877,0.1592280302957801,0.22650471962229746,8.672926620829758
30,45,-3.028774395082636,False,0.9435968270980845,0.21044182248191398,0.34955570680843573,1.3039962161330154
31,121,2.930006397766722,True,0.9759467607711743,0.15357988629535066,0.15233893763357068,6.20448975852873
32,95,2.9811055213320543,True,0.9415042539975288,0.1518205039232128,0.2606619375104322,1.614731120438876
33,60,-3.0217412895504308,False,0.9770595673334804,0.1171491136506007,0.2160222327751524,0.940121781293205
34,104,-3.0866444474902104,False,0.9668449046090382,0.2165884922648493,0.22404397145990093,3.599563929588946
35,104,-3.0673740670212744,False,0.9632228867914071,0.18161272166081657,0.17403383013523233,9.958976682782344
36,1,-3.00038732494421,False,0.3,0.3,7.346091025126285,1.0074696870892186
37,77,-3.0488301261166306,False,0.8953715519097346,0.26324442976547285,1.5294638801839264,8.556179545296605
38,111,2.9347798765090283,True,0.9826246542634305,0.14314931628752708,0.1391967536276982,0.200486481130977
39,125,2.9404383478130174,True,0.9820194340142011,0.11641450396633375,0.14981272437125048,1.613094417291756
40,98,2.9506753869055093,True,0.986879734941776,0.11079044470819902,0.17912212004180514,4.839839556108332
41,159,2.9613505978111494,True,0.9675014436209148,0.15023056356472952,0.29883324197307254,0.5289898004084936
42,173,2.853494594236603,True,0.9731883141775441,0.15132059844944948,0.1504624224739693,9.394916584075045
43,2,-3.0011430491989217,False,0.43855810960054264,0.29999999999999993,3.699124811024606,3.587836239416764
44,27,-3.0284093329975366,False,0.9446350283140879,0.1631696254549318,0.20981893299217577,7.159400051138611
45,47,2.987782465528044,True,0.9739423850082395,0.07067121443897308,0.18636096701598623,2.7334780481123055
46,50,-3.0424252974188364,False,0.9751625789417367,0.10679577979977249,0.21165349213685475,0.9341422610148853
47,39,2.991545299992034,True,0.9552753494339763,0.07576240593211542,0.19763856690993917,2.8485405259957175
48,46,2.9885009099940123,True,0.9708675956152568,0.06676760258141166,0.06296457338734796,1.9066340948243343
49,32,-3.036262857017306,False,0.9591069363170627,0.15182619850785933,0.13335112116424036,4.452672293631958
50,1,-3.0008044215814103,False,0.3,0.3,0.783785536133621,2.0497542425234205
51,191,2.815604805102596,True,0.9904928509933358,0.11640096018544786,0.12141450206963929,8.716076397166459
52,48,2.987097173354441,True,0.962641706268165,0.06556204805680599,0.46867252216179317,9.600746185461851
53,1,-3.0011742774270065,False,0.035304635763168335,0.035304635763168335,7.4740396660607535,3.045351808843073
54,216,2.7697774518994596,True,0.9851600789072644,0.10169115060934177,0.7986598178870113,3.1188985866559973
55,182,2.8264389365619036,True,0.9828088910625882,0.056855995720399385,0.08820590570849748,0.01105408559545551
56,212,-3.128299145891779,False,0.9697085780190727,0.18426221125433911,0.2149592636424661,8.507420839137556
57,148,2.8988450885605785,True,0.977034220245648,0.14539653245740616,0.15330258369962643,6.4880149897102495
58,20,2.997550863348255,True,0.8449197453011876,0.15938447282895687,0.31517166068304225,3.228097545255161
59,178,2.8456893217664736,True,0.9884904968205702,0.11594757362961704,0.14779036287752642,9.15705341468589
60,1,-3.0013919760124312,False,0.3,0.3,4.97519245273561,3.483378760115887
61,20,2.9978400926254376,True,0.9154242462929091,0.20307730548066605,0.8072197975376658,8.376876705483975
62,137,-3.0580656726758906,False,0.9540316027771737,0.21497285519367323,0.3031963274463532,4.089799520030912
63,24,-3.0094017931505577,False,0.7954473686767533,0.29309447513882064,0.3376141898960379,5.158844089496787
64,102,-3.1065281253026686,False,0.9609602663747898,0.18220172843321417,0.20139604682155696,4.614883908449565
65,69,2.9741133656057817,True,0.9777980490993067,0.12815365282526806,0.19849010427160138,8.563633411159108
66,147,2.8871941248444357,True,0.9751475801827274,0.0836200322304632,0.12832159480369265,0.574565831261139
67,123,-3.0266682669208493,False,0.9666001752110776,0.20231618895089065,0.33929162946823044,4.59540829086349
