,length,reward,success,agent_velocity,agent_acceleration,agent_angular_change,alignment
2962,94,2.951920167795952,True,0.9846690597428779,0.09263784844777319,0.1408829256980509,2.643299900947632
2963,196,2.9400442507193922,True,0.9568071172890987,0.2162453737875128,0.6331632054694809,6.088943601259176
2964,130,-3.1753168443437865,False,0.9760389417331504,0.10166648529324121,0.12489369160137496,7.363357606152391
2965,142,2.9065491569559514,True,0.987117012392804,0.10532905372885486,0.32464148549059557,0.052914681428698485
2966,178,2.8464449525695947,True,0.9330334187233105,0.12917453504219778,0.593280280030126,2.389939127295878
2967,193,2.8193314457260867,True,0.9868257717293492,0.12483987061877388,0.4008709965334624,7.381916365627021
2968,1,-3.001170761001492,False,0.30000000000000004,0.30000000000000004,1.0766567733847816,7.95807517682919
2969,179,2.834621179142595,True,0.9882789131367716,0.1013430836163026,0.20087310029653238,0.24737664016192817
2970,28,-3.057119119344424,False,0.8917751671537578,0.27178058693215384,0.31267196775935086,8.74591800839758
2971,185,2.8478108963587956,True,0.9838627260627414,0.12969209898968243,0.16137942394189178,7.977468865151693
2972,111,2.935690691484524,True,0.9794754860109659,0.08677423864230716,0.3641956842357116,4.163030632402187
2973,33,2.9943558637966805,True,0.9400598644058985,0.2514206679060084,0.3980040926281117,6.954003069141966
2974,3,-3.000828650132794,False,0.5161473337682918,0.3,0.3670883118668315,6.369343135108765
2975,76,-3.099696255655866,False,0.9276458588183366,0.2193080360202107,0.2907209272763037,7.263026071510145
2976,38,2.9927491568212217,True,0.960430542718528,0.19547071093854348,0.3151612012548413,3.772573518389881
2977,72,-3.0324246534310566,False,0.9318062916772509,0.14741194665418692,0.39202295558503303,6.130294332526596
2978,101,2.9455491724076457,True,0.9847837959162159,0.09640046849338704,0.14798057943209772,8.998742955470103
2979,88,-3.0438864955733695,False,0.9435122163474646,0.1833243288210236,0.6515326371947955,3.7484343585559388
2980,95,2.951231787916065,True,0.9791986508833295,0.11550849463736229,0.19495523746958351,4.854261671788657
2981,123,2.9176212678627813,True,0.9818329622487385,0.027994554933239928,0.04487831352439174,4.469183733858877
2982,68,2.9856941819653375,True,0.8926091138874838,0.21235995790884632,0.5889960405868115,4.819791848533223
2983,167,2.9049675399336206,True,0.9671052465512224,0.13043679782832937,0.16468078242294404,0.8028826927520505
2984,245,-3.4210552551613564,False,0.9702544800851548,0.1801260941573108,1.2700595752948878,9.726805315120737
2985,125,2.944378052537699,True,0.9637425578545554,0.23154003695890704,0.23806454974687066,4.378504678258796
2986,58,-3.105437947750836,False,0.9413269094425532,0.17969152077448486,0.2154893183109568,4.323583144480304
2987,23,-3.022215834060932,False,0.8065257680209876,0.28355755576068703,0.5442718353430303,1.5879158699135787
2988,70,2.9740780415260684,True,0.9817067265008527,0.07816225685403735,0.13698798036319493,7.5607076658697885
2989,118,2.9269136813101877,True,0.9852399928547276,0.14848805913562094,0.20482161230548213,5.332459229218857
2990,106,2.9410789805468154,True,0.9828291272917296,0.09201722721885262,0.10416262519295255,1.040354805491066
2991,115,2.935483470105076,True,0.9829710752462305,0.1493651730992383,0.15216056913425546,9.576779844158139
2992,75,2.975183155669376,True,0.9648721701464262,0.1802484526634409,0.4887589445093812,1.5303749552085777
2993,110,2.939394191309759,True,0.9778492965678746,0.18166735552878902,0.19289305024401018,4.804230464188449
2994,176,2.849598956672624,True,0.9845194498492158,0.16531487961697688,0.6208665435734961,1.1069874514562883
2995,1,-3.001688738531553,False,0.3,0.3,4.877658463836338,2.3913800574780786
2996,18,-3.0083969781863518,False,0.9262170855511651,0.15545022109465417,0.117940605327305,2.9984945777268535
2997,99,2.966936896535824,True,0.965667621745774,0.2051036895637409,0.5673607059509471,1.4157649899719793
2998,1,-3.001678681947712,False,0.3,0.3,7.533296508746103,5.487368196242032
2999,159,2.8717937764924417,True,0.9817093151379878,0.08766364687884304,0.11989454306681963,9.402951681153487
3000,154,-3.103737028786288,False,0.9547108060518199,0.21419189165800587,1.0046042619198576,5.172491330704851
3001,53,2.9852706148448527,True,0.9659184685354366,0.20337438097835567,0.22093753199088603,7.859729515972743
3002,83,-3.0714616850782965,False,0.9409418051435672,0.15282850890814687,0.16224748401688743,7.698458056118974
3003,212,2.792157745362421,True,0.9643895880579842,0.1763968092280345,0.9870868148702929,3.4253046883243874
3004,133,2.9211297385141686,True,0.9651678139833811,0.17871379638118823,0.19654160667128323,1.259436956265052
3005,76,2.9708108541284255,True,0.9572513040640686,0.13543173743320427,0.29734375800943275,1.9420164287478592
3006,45,2.9891110323579615,True,0.9514289908945767,0.23666679833886373,0.2520368359868034,0.9066554596648924
