,length,reward,success,agent_velocity,agent_acceleration,agent_angular_change,alignment_range
857,183,2.841977126248773,True,0.9870625931724146,0.12403138682204198,0.15039366424974815,14.294629753788657
858,113,-3.04166409830466,False,0.9432043551748145,0.23190338429941493,0.2698035222412498,31.192069009115585
859,1,-3.0016855545637826,False,0.30000000000000004,0.30000000000000004,0.5458728307773413,9.278154483795982
860,96,2.9506754621901896,True,0.9829131815162636,0.11971287127082174,0.18844527244717602,39.36375742434434
861,102,2.9469850994276525,True,0.9675022535527223,0.17307963373880098,0.18085789591843665,39.234411061743394
862,9,-3.0124303345808237,False,0.8357062900161754,0.28316467116540095,0.8575956000901281,24.55209349889447
863,160,-3.055223344734735,False,0.9414343782985481,0.2402272748818643,0.8132914270401368,17.009098081723657
864,55,2.985658785559146,True,0.9606483428241218,0.16754878322152,0.25593700298300365,35.3658997501394
865,129,2.924189505543203,True,0.9855445351928771,0.11801969207344785,0.11257054716692617,4.863404355437844
866,165,2.861458252982852,True,0.986086668924037,0.12853363164020484,0.16024836643095403,33.888157950053255
867,31,-3.0334064955822715,False,0.8874073262275034,0.28127562619168944,1.372664397457152,17.11425915644144
868,86,2.963419334415375,True,0.9668616649724315,0.20029086480343028,0.1959012019216372,26.59517374144709
869,84,-3.067664855822578,False,0.9700131222811438,0.14856111397035704,0.7030174980609702,36.09114168196144
870,3,-3.0031253069791295,False,0.5753767286889433,0.3,0.6387000332563179,3.3070493082452757
871,81,2.96579709733583,True,0.9682473910156968,0.13623730756223212,0.1795697624069997,16.586895476483278
872,50,2.986248116644668,True,0.948040986851708,0.14233538535840487,0.2788037507215351,37.74056772476236
873,207,2.7801975455116525,True,0.9908035903183855,0.08380143437307086,0.08505642421332554,15.313762979206619
874,111,2.9813614681141907,True,0.9531184530889791,0.19058523621366202,0.6570252066432253,36.5190858955348
875,43,2.9908813464554767,True,0.9467520710906933,0.22860251386546473,0.3419721210891191,18.83515981000475
876,194,2.8373149117146594,True,0.984355587594251,0.1525693682645524,0.1809117048184994,33.32599708675093
877,102,-3.1628611151352595,False,0.9492859814094753,0.23184409617873056,1.432404448142959,31.12677682066357
878,167,2.8747252168114397,True,0.981136126293094,0.08685930266135858,0.8588649610425587,17.23687984412844
879,168,2.863728138215513,True,0.9826101787746578,0.15603573215106592,0.4356061395475934,32.396007068383426
880,35,-3.042757069014509,False,0.9176440578250348,0.263003184291355,0.4538105438279675,34.082356887969624
881,43,2.989498899355175,True,0.9635150428444176,0.1381529696809587,1.371376953696342,18.994539618172062
882,96,-3.0656464409092603,False,0.9666300737419959,0.1913908039138639,0.6055479388062533,13.524694112165703
883,177,2.85613911989452,True,0.9787417096656466,0.1365500002872257,0.1386636767259855,11.394186226944484
884,1000,-0.33180875480031347,False,0.9799483506743667,0.17899230072135416,0.4482853069875153,3.324460693138618
885,20,-3.0028038647457054,False,0.9360114856637255,0.1803903882342929,0.1943808827388009,14.729483331933345
886,45,2.9886875390825542,True,0.9717761927266371,0.0476035127237,0.038928346556391845,28.678819188905237
887,179,2.8477477135077445,True,0.9796829364735298,0.17384637102358846,0.5380022955226729,32.92951508660644
888,92,2.9645916484095625,True,0.9805961383619318,0.1451026528236161,0.15323869386205932,1.666902543739024
889,177,2.894850180660568,True,0.9537645211624513,0.17920515681637314,0.32355972371463526,37.418173841646855
890,346,2.730432949549618,True,0.9756032157515908,0.14970933220582228,0.25970658875916297,10.269870410802833
891,5,-3.007202109949062,False,0.7411330375490873,0.22192082550274175,1.1869256543339834,21.349355204713856
892,104,2.9460302986014817,True,0.9744045360790922,0.1533568423110818,0.19704009015028728,15.096454849783804
893,60,2.9814200288157724,True,0.9686754355620871,0.19264394110318162,0.2725487009008786,38.88118819193406
894,76,2.96866041629147,True,0.9835725605487762,0.08334873471584697,0.1418680173003989,24.079685455907335
895,3,-3.005628293013018,False,0.5369742202456081,0.30000000000000004,4.1461021433196015,18.356892788882373
896,2,-3.0032831643833604,False,0.3925275646880112,0.3,0.8035656976038221,36.11867061999799
897,1,-3.0001822524260207,False,0.3,0.3,0.03671236807463307,11.484040092635803
898,174,2.8462086572971215,True,0.9901490254113748,0.1068559685519961,0.1312675120375619,15.942278894915717
899,183,2.825738095224162,True,0.9883396034671589,0.07505115230259642,0.07767971022881036,13.653858791585783
900,28,-3.020831138251808,False,0.9281495325417832,0.18757110357688753,0.33756814745122016,39.0026502330263
901,134,2.9131756643626208,True,0.9720209733471817,0.15693800103304795,0.17612131906233397,20.95236969828165
902,1,-3.000332940784157,False,0.260728120803833,0.260728120803833,5.299003494502389,13.414120553338433
903,171,2.8802702449013147,True,0.9774340168121839,0.14174236400779702,0.7169812430018812,12.186035150636595
904,93,2.9606294938081374,True,0.980724848119836,0.10399498339604402,0.2892875258823415,28.582086378046835
905,88,-3.0777626041250747,False,0.9835396229235305,0.09515367734617443,0.09867354217634938,35.02067646654134
906,119,2.963388403857538,True,0.9596590181142943,0.2075730697387853,0.3092194323837182,6.626103673821131
907,37,2.992892090824869,True,0.9644383280440763,0.142102708624732,0.1304582803955368,16.97371902684867
908,12,-3.0074576364340615,False,0.8261532207197583,0.2870489600588975,0.3919278307933081,7.0859819058952
909,208,-3.209982833082829,False,0.9876206802094724,0.1253370827861333,0.146671845804217,4.813290700755659
910,24,-3.031955175091326,False,0.9407509462133198,0.18099628716000238,1.9352846027252164,5.130407570894775
911,87,2.9607272490245164,True,0.9607098102871152,0.15545913508871775,0.29380491940030196,8.032694358901878
912,119,2.9335679134005224,True,0.9845176020196001,0.12288724819012795,0.11940853364370665,29.38024869260787
913,88,-3.0433174122925246,False,0.9253835533842839,0.2257578885260217,0.24607663866779916,18.96959128639907
914,198,2.7935700420200185,True,0.9919630701907773,0.08569017228103652,0.09029273088950185,22.931840058555938
915,1,-3.0016826784201953,False,0.29051798582077026,0.29051798582077026,3.5062293618980256,23.947935424982113
916,50,-3.0606788639372975,False,0.9359853592923922,0.23614222912343372,0.34480167854187116,13.240958034591408
917,86,2.9644343227764693,True,0.9685605385925741,0.1438765187024868,0.1962951589163671,25.811398974441907
918,67,2.9760929954192252,True,0.9684551873425646,0.15637712671933907,0.22787135097164074,24.547391525920933
919,214,2.7745737958275836,True,0.9851476451980586,0.12951390849752198,0.1267241744996649,4.565378344397475
920,1,-3.0014853472875322,False,0.3,0.3,1.1865563289709697,19.643341476674824
