,length,reward,success,agent_velocity,agent_acceleration,agent_angular_change,separation_range
0,52,2.9858230274557322,True,0.9290822447539925,0.1890281648835112,0.28660863514329454,5.115112206142669
1,169,2.8470380701323172,True,0.9786663999815698,0.11775691537678147,0.6423618865047102,7.777719405546906
2,96,2.95298674335218,True,0.9635950999273252,0.18874838356340087,0.2342595753968434,12.016146684302193
3,139,2.897965101594613,True,0.9758016086983677,0.13793666808369173,0.14435201731009806,0.19719970331816938
4,1,-3.0013165770111487,False,0.3,0.3,0.7619967640409486,37.9590663810013
5,101,2.948322201679933,True,0.9650587301435698,0.21758560406443603,0.23296362224598954,20.2998200148963
6,214,2.777874751937685,True,0.9546911866171719,0.22702643428357155,0.8863019818923179,28.677783615920106
7,7,-3.0138885133314997,False,0.8017585046772334,0.23268034909882637,0.18474413569616346,17.793347623663045
8,161,2.8760003473897866,True,0.9816865569618406,0.15949106210776406,0.16395929142253424,10.036366360326742
9,32,-3.044486570045529,False,0.9182492269676753,0.21451834259733896,0.3149340588975564,22.46291265351402
10,102,2.948302636581105,True,0.9688484610233141,0.20195440564573003,0.22970238839238646,22.915634912346867
11,99,2.9625561792266923,True,0.9391447825087226,0.2374464623562237,0.2741193474546866,17.747718563309594
12,1,-3.0014912012596597,False,0.30000000000000004,0.30000000000000004,5.050328861554343,10.060170972108189
13,197,2.8322994900398446,True,0.9599652470495259,0.22502198573661228,0.2430885792636014,28.010189260905353
14,104,2.9547183379396826,True,0.9608894282405088,0.21973623277537183,0.21252710890773313,26.017706875175776
15,28,-3.0269533642602644,False,0.8908166417907423,0.26232430106849974,2.5582259624431813,2.261311253544891
16,84,2.9644055415909425,True,0.9675517843624658,0.19625604666270732,0.23598150488366332,27.104076269143853
17,11,-3.014301999181959,False,0.681282105765908,0.3,0.7524199211924593,1.1005275543602178
18,127,2.9221911636375038,True,0.9718551195204448,0.21566346691872318,0.2684983971004168,32.62196313436434
19,52,2.9864133774776875,True,0.9703868543518889,0.1572195781479756,0.2778822741269765,9.607936089948135
20,235,2.718097448938698,True,0.9818040923906541,0.1265028940576947,0.12798424259066354,2.699937510505941
21,171,2.855965093659445,True,0.976508313408641,0.1869136320313752,0.1936143105136366,26.10155052936566
22,15,-3.0044071457060944,False,0.8902245194555449,0.2505241807003186,1.7461542158795116,11.274242505066049
23,236,2.733702586024596,True,0.9671882516636066,0.21941307004545155,0.24434862746429623,37.631005383307354
24,63,2.987962648317213,True,0.9691802319192475,0.1942899963746172,1.1252540139605747,12.514935155277382
25,79,2.9679510041151116,True,0.9540756257982586,0.19584053916283223,0.2603142456567983,11.709783542687004
26,34,2.993777511359051,True,0.9534612931544814,0.20456518403720592,0.27951243938886194,37.9126010753319
27,1,-3.0004676357084374,False,0.3,0.3,1.106355929742425,29.33404833633858
28,102,2.949092972783487,True,0.9587000766089148,0.21037044982693215,0.2900374222564915,28.525037463815487
29,78,2.968526030562062,True,0.9748285109526779,0.1841283904328954,0.18106623791415621,33.6941101343047
30,242,2.7781971730732757,True,0.9720672673656524,0.21924935274526938,0.462878505534765,22.724086961434445
31,56,2.985209162545812,True,0.9284763130149427,0.19089366667192828,0.34952459145624387,16.918614670734055
