,length,reward,success,agent_velocity,agent_acceleration,agent_angular_change,cohesion_range
0,91,2.956495485433453,True,0.9803464591859524,0.15776148902880793,0.4218918273673042,31.916334997002544
1,174,2.84070953600307,True,0.9861055266463243,0.10740025552660022,0.1050535987329095,18.06370984949291
2,60,-3.0124176269767386,False,0.9746057507662326,0.11990267607372136,0.20148670839706778,8.648802586135975
3,74,-3.0367586610955755,False,0.9580778016507012,0.1950555927256177,0.2950414571262029,6.63847525896581
4,11,-3.0103980137700153,False,0.8779553241613468,0.21953042105870602,0.5512787080957986,23.02142647594211
5,46,2.988755563695447,True,0.9586222669889004,0.13341129130956111,0.17067223074620266,2.6696101723791488
6,43,2.990016030941393,True,0.9310506332335123,0.16154582197422063,0.20972338082737182,24.344618787690543
7,12,2.9990316484889554,True,0.8876855163126948,0.22332859278752612,0.24401842673717974,11.991657960638618
8,83,2.9759042641083115,True,0.954145513189954,0.2043785766304484,0.7657041360043815,7.8294682394746795
9,153,2.8757293031641735,True,0.9883501586924623,0.09183013854333932,0.2581768514217143,29.237011750038477
10,117,2.926351907175898,True,0.9865412639271598,0.08445456646464777,0.11196818274266848,17.214670207959294
11,256,2.6793599929353524,True,0.9869308628923581,0.1474559618321864,0.15924590888844986,14.204874701796086
12,41,-3.024953466750884,False,0.9246598086418367,0.23644697799989833,0.3974644910939932,5.2966511749075895
13,38,2.9917766650616975,True,0.9675701132702169,0.09375152926451102,0.09231255427372913,1.2681162067641738
14,29,-3.0476579585361177,False,0.9400720157558333,0.15772093065844967,0.42250067403419,6.47147782739641
15,175,2.834403137275295,True,0.9868837300871106,0.06382677697058488,0.0836378698468445,21.597669233138504
16,89,2.9594652968716493,True,0.9704417607385396,0.1869501666337376,0.6505356915859611,24.70187221375381
17,192,2.804277973301121,True,0.986557623140162,0.10672271789145316,0.12106288369866906,32.0279011183057
18,49,-3.0220260689164262,False,0.9502208516892177,0.2310077296567429,0.6963965054960453,29.657480302358323
19,116,-3.0676790757845924,False,0.9745788253230618,0.13991553158313402,0.1948352709015248,1.7440858343836396
20,183,2.831659555381064,True,0.9621362286844745,0.14586153216222705,0.16109813792360814,5.295771320553189
21,154,2.9000258569769084,True,0.9706511060116872,0.177531578683541,0.19770512394072662,20.965056523248933
22,94,2.9629170656564954,True,0.9647123837739203,0.18136910728140157,0.2667001548139039,14.509507858758628
23,100,2.948189424514981,True,0.9730376473617949,0.1763959981802079,0.8874868391024185,23.014291081447602
24,97,-3.082850320494341,False,0.9775443942884096,0.16139975038069213,0.21806912443035203,38.006077679640114
25,59,2.982826487950333,True,0.9525645445575917,0.17177388127515097,0.21038747501219013,19.401927333221543
26,88,-3.0740034072348825,False,0.9645633411134212,0.19762358570113914,1.5048580201112742,37.12519422034959
27,52,2.985124183620646,True,0.9753249146024827,0.100774732902306,0.10409153897213679,28.638342868708314
28,63,-3.074555039464562,False,0.9554945850818376,0.17994157195428984,1.6828183625915332,9.75882810915941
29,49,2.9876849534837024,True,0.9705988159717505,0.1300450708094764,0.12324485791401471,3.0112097216404754
30,50,-3.071195971390457,False,0.9499498018858717,0.18730354330347762,1.6646371888292877,33.90357066759116
31,68,2.9747316555647463,True,0.9761924682483626,0.05855209142529839,0.10111173378230676,24.24821931795316
32,134,2.9218593054604574,True,0.9777895852444745,0.1370751137664834,0.1584042309097399,37.765444013542485
33,1,-3.0007049793065623,False,0.3,0.3,0.9382739921350587,12.326383203414935
34,122,2.921754933056674,True,0.9749587316168569,0.14846380436015857,0.18537346590391632,11.265375097682902
35,55,2.9843574144543097,True,0.9707505413103332,0.14544589615278347,0.18319534911971988,15.912518389323287
36,118,2.926959768543039,True,0.9824793314326377,0.14732424003956787,0.17062783558412903,16.556117644624475
37,78,2.96711961079145,True,0.9739516666156407,0.14485582701259764,0.17649970448584446,11.599259396275006
38,113,2.933717205081229,True,0.9807513605562425,0.17755205166082183,0.19730657418783634,15.857011045707722
39,8,-3.0140778193897977,False,0.6493734322082706,0.26249999999999996,0.6056236846579081,6.129061794395634
40,168,2.874482859772347,True,0.9791654148800815,0.16658113000504118,0.1900848798177612,18.904848246963503
41,191,2.8155010489487595,True,0.9763840532479412,0.12704269720551467,0.1366068262502892,29.801027169850755
42,59,-0.010847148995529665,True,0.9320369147678281,0.20043022198338387,0.4131164628422242,23.297269502462136
43,165,2.9478686274918724,True,0.8490000430532084,0.14862989909444285,0.5131361008059132,2.332671145620524
44,21,-3.01614176298877,False,0.9270136067353407,0.22547919423606413,0.471492492034235,3.450549467608366
45,34,-3.0209163962425083,False,0.9351865107238303,0.2311321380993622,0.3497850677864469,39.79230434882487
46,1,-3.000713988581687,False,0.29999999999999993,0.29999999999999993,2.0261270276376697,10.707570892394024
47,91,2.9565366126699026,True,0.9753106192771901,0.18410662811679193,1.3188721355375927,24.845038739052647
48,3,-3.0008829047371326,False,0.5393191011431956,0.3,0.5310375228740534,21.642051531717954
49,21,-3.0243617246674983,False,0.9182573181347835,0.27530413888773714,0.445444845876949,5.013661187599379
50,19,2.997833895551047,True,0.9293195160416735,0.18284435193682663,0.16958642681260483,39.77188121618321
51,74,2.9697606499157008,True,0.9792669870668528,0.10338680372228744,0.9188996772251128,21.103234448601157
52,142,2.899978164765848,True,0.9825052690956607,0.1462493621975355,0.18978519744776481,28.984144687961418
53,124,2.9218267717358564,True,0.9868714386930271,0.11092228041633179,0.6332031211545126,6.572979769945269
54,181,2.8530606982680857,True,0.9685596029746875,0.20143472316014246,0.7106178210637961,18.219798348851093
55,93,2.97857953337717,True,0.8973976862388591,0.17654993356165866,0.6774720897409613,23.5090855259789
56,32,-3.032844441304551,False,0.9489808438782951,0.20453775705699279,0.38034383752668294,39.40828773935817
57,61,2.979432454297077,True,0.9788836908371997,0.10610412336794178,0.13951645076490715,16.956840989569137
58,124,2.9287784667800003,True,0.9710500979326429,0.19725391147292848,0.24278688164953077,29.151988766206543
59,69,-3.1183707480950575,False,0.9531287280588953,0.20271748714154808,0.25014465700088495,7.829577808777284
60,165,2.8689484137627734,True,0.9822657838358526,0.16161151885589498,0.8800032887393001,15.649854357406676
61,8,-3.0113237310779444,False,0.7653674696770514,0.2883755681716909,5.051839256320932,33.64286053439298
62,74,2.9723495482549813,True,0.9643262450690469,0.1915776621612445,0.24531974579994112,30.668850438045677
63,111,2.95092354780343,True,0.9651074556115393,0.17858888219903712,0.5186978508187231,9.78061952019349
64,116,2.9289036874252097,True,0.9719954951433676,0.09411786581564605,0.12734805608210126,24.126163134442603
65,99,-3.044460509553599,False,0.9511660252826465,0.2570396911778947,0.8769169470270868,11.357073795070303
66,94,2.9602707410430877,True,0.9841195400149467,0.1404923631788086,0.13218335156047265,15.483692291812936
