,length,reward,success,agent_velocity,agent_acceleration,agent_angular_change,max_velocity,max_acceleration
1220,114,2.931640317589693,True,0.9618601540592847,0.14164110649052222,0.15005377848913168,1.8,0.6
1221,95,2.9518638684255154,True,0.9759640014128851,0.11727906523873628,0.12752385345208447,1.8,0.6
1222,138,2.916217487048658,True,0.9429930386668463,0.16239289041079133,0.19406478988302867,1.8,0.6
1223,16,-3.0138923870449044,False,0.8730135861993703,0.2527709902013335,0.5192244492095887,1.8,0.6
1224,4,-3.0020984609588135,False,0.6783022309130419,0.3,0.42806272851282834,1.8,0.6
1225,114,2.9349017270449287,True,0.9556192044194937,0.11636418911416084,0.23209084771105765,1.8,0.6
1226,28,-3.0499935195115566,False,0.9175632272217943,0.18929275600585713,0.4519500859946302,1.8,0.6
1227,98,-3.11068900866272,False,0.9744001391386916,0.09101501349570516,0.20914524930080616,1.8,0.6
1228,31,-3.0486905991932023,False,0.6979402922102796,0.27228781410825476,0.48624760795530225,1.8,0.6
1229,40,-3.0474303977997055,False,0.9334289253190649,0.18486623326981427,0.2089777804936365,1.8,0.6
1230,48,-3.076849868519312,False,0.8582933994166743,0.23282705359488023,0.28004314137981173,1.8,0.6
1231,35,-3.052218291153914,False,0.8461284683305406,0.2712509504436313,0.3785711382130076,1.8,0.6
1232,34,-3.018367658885776,False,0.6807729368898922,0.2610591211820335,0.4186691810916392,1.8,0.6
1233,45,-3.0732159896899223,False,0.8570216729115565,0.2052614526689175,0.3541999811878974,1.8,0.6
1234,89,2.9596632377558256,True,0.9411809976023569,0.2351167010120587,0.2525584997137473,1.8,0.6
1235,28,-3.028954527123923,False,0.8555484203644648,0.22470185363070788,3.0620638636586373,1.8,0.6
1236,82,2.983887900572608,True,0.7706348496508288,0.2160225349890215,0.2290769417043098,1.8,0.6
1237,26,-3.0350264867253904,False,0.9129775219203593,0.2257538132843115,0.20483245983509607,1.8,0.6
1238,12,-3.0111460596244113,False,0.7601953765933515,0.27569309066031183,0.755268858275493,1.8,0.6
1239,137,2.909608532352779,True,0.9408874346057003,0.18761850448039172,0.22623795631584853,1.8,0.6
1240,95,-3.1189950971859504,False,0.9665405651806663,0.14470190910145425,0.150000465442895,1.8,0.6
1241,56,-3.1013661962090127,False,0.9397877505571702,0.22764135775431366,0.29493838621502155,1.8,0.6
1242,13,-3.017451337756586,False,0.852380958107809,0.2470101369424603,0.24653817802053965,1.8,0.6
1243,65,-3.0695229640660795,False,0.9479565738997329,0.18207156126405602,0.17308648501953813,1.8,0.6
1244,7,-3.003840805820436,False,0.6560183825610482,0.29646670039636963,0.377083460014488,1.8,0.6
1245,39,-3.0610473857528313,False,0.8490014953541877,0.1625304241949141,0.64285765846987,1.8,0.6
1246,213,2.7566839631174713,True,0.9802267701008955,0.040095860306881226,0.07038308390011684,1.8,0.6
1247,1,-3.000852976117178,False,0.3,0.3,1.5799867292691918,1.8,0.6
1248,49,2.98789709249521,True,0.9417478511312724,0.21157423772346448,0.5746911295980269,1.8,0.6
1249,105,2.9396781701389583,True,0.9702920847226069,0.056072579003481796,0.11385167082233502,1.8,0.6
1250,22,2.9970775598237522,True,0.9406092919748399,0.10439497284600972,0.4506071871670777,1.8,0.6
1251,1,-3.001665594709447,False,0.3,0.3,3.905370151736893,1.8,0.6
1252,20,-3.0177106102972004,False,0.8610385059084026,0.25575705273387206,0.8610829017861381,1.8,0.6
1253,170,-3.187864383453082,False,0.9833007211796697,0.07376062753964471,0.07530789183517529,1.8,0.6
1254,20,-3.005946377374647,False,0.8558325273642717,0.2758172009282088,1.1727329037185605,1.8,0.6
1255,123,-3.086328038994872,False,0.9018198538219637,0.166365129991428,0.30567181844247326,1.8,0.6
1256,69,-3.1163723100263954,False,0.9086534379069139,0.22311612750955265,0.4989908651023711,1.8,0.6
1257,59,-3.0737148500112603,False,0.9606477225541719,0.13108426947356203,0.2450199803828076,1.8,0.6
1258,17,-3.008144594861727,False,0.8865979485642549,0.24988200329852878,0.268199716787504,1.8,0.6
